Date,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,Referee
23/11/2019,West Brom,Sheffield Weds,2,1,H,T Harrington
22/11/2019,Fulham,QPR,2,1,H,J Linington
10/11/2019,Cardiff,Bristol City,0,1,A,T Harrington
9/11/2019,Nott'm Forest,Derby,1,0,H,D England
9/11/2019,Barnsley,Stoke,2,4,A,J Simpson
9/11/2019,Birmingham,Fulham,0,1,A,J Gillett
9/11/2019,Hull,West Brom,0,1,A,J Linington
9/11/2019,Leeds,Blackburn,2,1,H,G Ward
9/11/2019,Millwall,Charlton,2,1,H,R Jones
9/11/2019,Preston,Huddersfield,3,1,H,G Eltringham
9/11/2019,QPR,Middlesbrough,2,2,D,D Coote
9/11/2019,Reading,Luton,3,0,H,A Woolmer
9/11/2019,Sheffield Weds,Swansea,2,2,D,D Webb
9/11/2019,Wigan,Brentford,0,3,A,A Davies
4/11/2019,Stoke,West Brom,0,2,A,T Robinson
3/11/2019,Charlton,Preston,0,1,A,D Webb
2/11/2019,Wigan,Swansea,1,2,A,P Bankes
2/11/2019,Blackburn,Sheffield Weds,2,1,H,A Woolmer
2/11/2019,Brentford,Huddersfield,0,1,A,R Jones
2/11/2019,Cardiff,Birmingham,4,2,H,A Madley
2/11/2019,Derby,Middlesbrough,2,0,H,D Bond
2/11/2019,Fulham,Hull,0,3,A,K Stroud
2/11/2019,Leeds,QPR,2,0,H,G Eltringham
2/11/2019,Luton,Nott'm Forest,1,2,A,G Ward
2/11/2019,Reading,Millwall,2,1,H,T Harrington
1/11/2019,Barnsley,Bristol City,2,2,D,J Gillett
28/10/2019,QPR,Brentford,1,3,A,A Woolmer
27/10/2019,Swansea,Cardiff,1,0,H,R Jones
27/10/2019,Bristol City,Wigan,2,2,D,J Brooks
26/10/2019,Sheffield Weds,Leeds,0,0,D,T Robinson
26/10/2019,Birmingham,Luton,2,1,H,D Whitestone
26/10/2019,Huddersfield,Barnsley,2,1,H,J Linington
26/10/2019,Hull,Derby,2,0,H,S Hooper
26/10/2019,Middlesbrough,Fulham,0,0,D,P Bankes
26/10/2019,Millwall,Stoke,2,0,H,D England
26/10/2019,Preston,Blackburn,3,2,H,S Martin
26/10/2019,West Brom,Charlton,2,2,D,M Donohue
23/10/2019,Bristol City,Charlton,2,1,H,J Linington
23/10/2019,Derby,Wigan,1,0,H,K Stroud
23/10/2019,Fulham,Luton,3,2,H,J Brooks
23/10/2019,Huddersfield,Middlesbrough,0,0,D,T Harrington
23/10/2019,Nott'm Forest,Hull,1,2,A,O Langford
22/10/2019,Birmingham,Blackburn,1,0,H,D England
22/10/2019,Millwall,Cardiff,2,2,D,T Robinson
22/10/2019,Preston,Leeds,1,1,D,K Friend
22/10/2019,QPR,Reading,2,2,D,J Simpson
22/10/2019,Sheffield Weds,Stoke,1,0,H,A Madley
22/10/2019,Swansea,Brentford,0,3,A,G Ward
22/10/2019,West Brom,Barnsley,2,2,D,D Bond
20/10/2019,Wigan,Nott'm Forest,1,0,H,M Donohue
19/10/2019,Blackburn,Huddersfield,2,2,D,D Bond
19/10/2019,Barnsley,Swansea,1,1,D,A Woolmer
19/10/2019,Brentford,Millwall,3,2,H,S Attwell
19/10/2019,Charlton,Derby,3,0,H,S Martin
19/10/2019,Hull,QPR,2,3,A,T Harrington
19/10/2019,Leeds,Birmingham,1,0,H,R Jones
19/10/2019,Luton,Bristol City,3,0,H,G Scott
19/10/2019,Middlesbrough,West Brom,0,1,A,O Langford
19/10/2019,Reading,Preston,1,0,H,D Whitestone
19/10/2019,Stoke,Fulham,2,0,H,A Davies
18/10/2019,Cardiff,Sheffield Weds,1,1,D,K Stroud
5/10/2019,Fulham,Charlton,2,2,D,K Stroud
5/10/2019,Bristol City,Reading,1,0,H,S Martin
5/10/2019,Derby,Luton,2,0,H,G Eltringham
5/10/2019,Huddersfield,Hull,3,0,H,D Webb
5/10/2019,Millwall,Leeds,2,1,H,J Linington
5/10/2019,Nott'm Forest,Brentford,1,0,H,D Whitestone
5/10/2019,Preston,Barnsley,5,1,H,G Ward
5/10/2019,QPR,Blackburn,4,2,H,S Hooper
5/10/2019,Sheffield Weds,Wigan,1,0,H,L Mason
5/10/2019,Swansea,Stoke,1,2,A,O Langford
5/10/2019,West Brom,Cardiff,4,2,H,J Brooks
4/10/2019,Birmingham,Middlesbrough,2,1,H,J Simpson
2/10/2019,Barnsley,Derby,2,2,D,T Harrington
2/10/2019,Brentford,Bristol City,1,1,D,O Langford
2/10/2019,Cardiff,QPR,3,0,H,M Donohue
2/10/2019,Charlton,Swansea,1,2,A,P Bankes
2/10/2019,Luton,Millwall,1,1,D,D Bond
1/10/2019,Blackburn,Nott'm Forest,1,1,D,S Martin
1/10/2019,Hull,Sheffield Weds,1,0,H,A Davies
1/10/2019,Leeds,West Brom,1,0,H,D Coote
1/10/2019,Middlesbrough,Preston,1,1,D,D England
1/10/2019,Wigan,Birmingham,1,0,H,T Robinson
1/10/2019,Reading,Fulham,1,4,A,A Woolmer
1/10/2019,Stoke,Huddersfield,0,1,A,R Jones
29/09/2019,Barnsley,Brentford,1,3,A,D Webb
28/09/2019,QPR,West Brom,0,2,A,G Eltringham
28/09/2019,Blackburn,Luton,1,2,A,G Ward
28/09/2019,Charlton,Leeds,1,0,H,J Brooks
28/09/2019,Derby,Birmingham,3,2,H,S Hooper
28/09/2019,Huddersfield,Millwall,1,1,D,J Simpson
28/09/2019,Hull,Cardiff,2,2,D,J Gillett
28/09/2019,Middlesbrough,Sheffield Weds,1,4,A,J Linington
28/09/2019,Preston,Bristol City,3,3,D,A Davies
28/09/2019,Swansea,Reading,1,1,D,K Stroud
27/09/2019,Fulham,Wigan,2,0,H,D Whitestone
27/09/2019,Stoke,Nott'm Forest,2,3,A,A Madley
22/09/2019,West Brom,Huddersfield,4,2,H,T Robinson
21/09/2019,Leeds,Derby,1,1,D,O Langford
21/09/2019,Birmingham,Preston,0,1,A,S Martin
21/09/2019,Brentford,Stoke,0,0,D,A Woolmer
21/09/2019,Bristol City,Swansea,0,0,D,T Harrington
21/09/2019,Cardiff,Middlesbrough,1,0,H,D Bond
21/09/2019,Luton,Hull,0,3,A,A Madley
21/09/2019,Millwall,QPR,1,2,A,P Bankes
21/09/2019,Nott'm Forest,Barnsley,1,0,H,J Gillett
21/09/2019,Reading,Blackburn,1,2,A,M Donohue
21/09/2019,Sheffield Weds,Fulham,1,1,D,G Eltringham
21/09/2019,Wigan,Charlton,2,0,H,A Davies
15/09/2019,Huddersfield,Sheffield Weds,0,2,A,S Hooper
15/09/2019,Barnsley,Leeds,0,2,A,K Stroud
14/09/2019,Fulham,West Brom,1,1,D,D Webb
14/09/2019,Blackburn,Millwall,2,0,H,D Whitestone
14/09/2019,Charlton,Birmingham,0,1,A,M Donohue
14/09/2019,Hull,Wigan,2,2,D,G Ward
14/09/2019,Middlesbrough,Reading,1,0,H,R Jones
14/09/2019,Preston,Brentford,2,0,H,D Coote
14/09/2019,QPR,Luton,3,2,H,J Simpson
14/09/2019,Stoke,Bristol City,1,2,A,G Eltringham
14/09/2019,Swansea,Nott'm Forest,0,1,A,J Linington
13/09/2019,Derby,Cardiff,1,1,D,D England
31/08/2019,Bristol City,Middlesbrough,2,2,D,L Mason
31/08/2019,Birmingham,Stoke,2,1,H,J Linington
31/08/2019,Brentford,Derby,3,0,H,D Webb
31/08/2019,Leeds,Swansea,0,1,A,D Bond
31/08/2019,Luton,Huddersfield,2,1,H,A Davies
31/08/2019,Millwall,Hull,1,1,D,O Langford
31/08/2019,Nott'm Forest,Preston,1,1,D,G Eltringham
31/08/2019,Reading,Charlton,0,2,A,J Gillett
31/08/2019,Sheffield Weds,QPR,1,2,A,J Brooks
31/08/2019,West Brom,Blackburn,3,2,H,T Harrington
31/08/2019,Wigan,Barnsley,0,0,D,A Woolmer
30/08/2019,Cardiff,Fulham,1,1,D,T Robinson
25/08/2019,Swansea,Birmingham,3,0,H,A Woolmer
24/08/2019,Derby,West Brom,1,1,D,G Ward
24/08/2019,Barnsley,Luton,1,3,A,S Martin
24/08/2019,Blackburn,Cardiff,0,0,D,D Coote
24/08/2019,Charlton,Brentford,1,0,H,T Robinson
24/08/2019,Fulham,Nott'm Forest,1,2,A,P Bankes
24/08/2019,Huddersfield,Reading,0,2,A,T Harrington
24/08/2019,Hull,Bristol City,1,3,A,D Whitestone
24/08/2019,Middlesbrough,Millwall,1,1,D,J Brooks
24/08/2019,Preston,Sheffield Weds,2,1,H,R Jones
24/08/2019,QPR,Wigan,3,1,H,M Donohue
24/08/2019,Stoke,Leeds,0,3,A,D England
21/08/2019,Cardiff,Huddersfield,2,1,H,J Gillett
21/08/2019,Charlton,Nott'm Forest,1,1,D,O Langford
21/08/2019,Fulham,Millwall,4,0,H,D Bond
21/08/2019,Leeds,Brentford,1,0,H,A Davies
21/08/2019,Preston,Stoke,3,1,H,J Brooks
21/08/2019,QPR,Swansea,1,3,A,P Tierney
21/08/2019,West Brom,Reading,1,1,D,P Bankes
20/08/2019,Birmingham,Barnsley,2,0,H,G Eltringham
20/08/2019,Derby,Bristol City,1,2,A,S Martin
20/08/2019,Hull,Blackburn,0,1,A,J Simpson
20/08/2019,Middlesbrough,Wigan,1,0,H,K Stroud
20/08/2019,Sheffield Weds,Luton,1,0,H,D Webb
18/08/2019,Reading,Cardiff,3,0,H,A Davies
17/08/2019,Barnsley,Charlton,2,2,D,M Donohue
17/08/2019,Blackburn,Middlesbrough,1,0,H,J Gillett
17/08/2019,Brentford,Hull,1,1,D,D England
17/08/2019,Bristol City,QPR,2,0,H,R Jones
17/08/2019,Luton,West Brom,1,2,A,A Woolmer
17/08/2019,Millwall,Sheffield Weds,1,0,H,G Ward
17/08/2019,Nott'm Forest,Birmingham,3,0,H,T Harrington
17/08/2019,Stoke,Derby,2,2,D,T Robinson
17/08/2019,Swansea,Preston,3,2,H,D Whitestone
17/08/2019,Wigan,Leeds,0,2,A,A Madley
16/08/2019,Huddersfield,Fulham,1,2,A,J Linington
10/08/2019,Leeds,Nott'm Forest,1,1,D,R Jones
10/08/2019,Birmingham,Bristol City,1,1,D,O Langford
10/08/2019,Cardiff,Luton,2,1,H,D Bond
10/08/2019,Charlton,Stoke,3,1,H,S Hooper
10/08/2019,Derby,Swansea,0,0,D,J Gillett
10/08/2019,Fulham,Blackburn,2,0,H,K Stroud
10/08/2019,Hull,Reading,2,1,H,M Donohue
10/08/2019,Middlesbrough,Brentford,0,1,A,S Martin
10/08/2019,Preston,Wigan,3,0,H,J Simpson
10/08/2019,QPR,Huddersfield,1,1,D,D Whitestone
10/08/2019,Sheffield Weds,Barnsley,2,0,H,T Harrington
10/08/2019,West Brom,Millwall,1,1,D,D Webb
5/08/2019,Huddersfield,Derby,1,2,A,G Eltringham
4/08/2019,Bristol City,Leeds,1,3,A,T Robinson
3/08/2019,Barnsley,Fulham,1,0,H,A Davies
3/08/2019,Blackburn,Charlton,1,2,A,A Woolmer
3/08/2019,Brentford,Birmingham,0,1,A,G Ward
3/08/2019,Millwall,Preston,1,0,H,S Martin
3/08/2019,Reading,Sheffield Weds,1,3,A,J Linington
3/08/2019,Stoke,QPR,1,2,A,D Bond
3/08/2019,Swansea,Hull,2,1,H,J Brooks
3/08/2019,Wigan,Cardiff,3,2,H,D Webb
3/08/2019,Nott'm Forest,West Brom,1,2,A,D England
2/08/2019,Luton,Middlesbrough,3,3,D,O Langford
5/05/2019,Aston Villa,Norwich,1,2,A,P Bankes
5/05/2019,Blackburn,Swansea,2,2,D,J Gillett
5/05/2019,Brentford,Preston,3,0,H,J Linington
5/05/2019,Derby,West Brom,3,1,H,T Robinson
5/05/2019,Hull,Bristol City,1,1,D,J Brooks
5/05/2019,Ipswich,Leeds,3,2,H,G Ward
5/05/2019,Nott'm Forest,Bolton,1,0,H,O Langford
5/05/2019,Reading,Birmingham,0,0,D,K Stroud
5/05/2019,Rotherham,Middlesbrough,1,2,A,A Madley
5/05/2019,Sheffield Weds,QPR,1,2,A,A Davies
5/05/2019,Stoke,Sheffield United,2,2,D,G Eltringham
5/05/2019,Wigan,Millwall,1,0,H,A Woolmer
1/05/2019,Swansea,Derby,1,1,D,P Bankes
30/04/2019,Millwall,Bristol City,1,2,A,A Madley
28/04/2019,Leeds,Aston Villa,1,1,D,S Attwell
27/04/2019,Birmingham,Wigan,1,1,D,S Martin
27/04/2019,Bolton,Brentford,0,1,A,
27/04/2019,Bristol City,Derby,0,2,A,D Bond
27/04/2019,Middlesbrough,Reading,2,1,H,J jBrooks
27/04/2019,Millwall,Stoke,0,0,D,O Langford
27/04/2019,Norwich,Blackburn,2,1,H,A Madley
27/04/2019,Preston,Sheffield Weds,3,3,D,J Simpson
27/04/2019,QPR,Nott'm Forest,0,1,A,S Duncan
27/04/2019,Sheffield United,Ipswich,2,0,H,T Robinson
27/04/2019,Swansea,Hull,2,2,D,G Eltringham
27/04/2019,West Brom,Rotherham,2,1,H,R Jones
22/04/2019,Aston Villa,Millwall,1,0,H,T Robinson
22/04/2019,Blackburn,Bolton,2,0,H,A Woolmer
22/04/2019,Brentford,Leeds,2,0,H,K Friend
22/04/2019,Derby,QPR,2,0,H,D Webb
22/04/2019,Hull,Sheffield United,0,3,A,G Scott
22/04/2019,Ipswich,Swansea,0,1,A,D England
22/04/2019,Nott'm Forest,Middlesbrough,3,0,H,P Bankes
22/04/2019,Reading,West Brom,0,0,D,G Ward
22/04/2019,Rotherham,Birmingham,1,3,A,A Davies
22/04/2019,Sheffield Weds,Bristol City,2,0,H,R Jones
22/04/2019,Stoke,Norwich,2,2,D,T Harrington
22/04/2019,Wigan,Preston,2,0,H,A Madley
19/04/2019,Birmingham,Derby,2,2,D,S Hooper
19/04/2019,Bolton,Aston Villa,0,2,A,J Brooks
19/04/2019,Bristol City,Reading,1,1,D,O Langford
19/04/2019,Leeds,Wigan,1,2,A,S Duncan
19/04/2019,Middlesbrough,Stoke,1,0,H,D Bond
19/04/2019,Millwall,Brentford,1,1,D,J Simpson
19/04/2019,Norwich,Sheffield Weds,2,2,D,G Eltringham
19/04/2019,Preston,Ipswich,4,0,H,S Martin
19/04/2019,QPR,Blackburn,1,2,A,T Robinson
19/04/2019,Sheffield United,Nott'm Forest,2,0,H,A Madley
19/04/2019,Swansea,Rotherham,4,3,H,K Stroud
19/04/2019,West Brom,Hull,3,2,H,P Bankes
14/04/2019,Wigan,Norwich,1,1,D,J Linington
13/04/2019,Aston Villa,Bristol City,2,1,H,S Duncan
13/04/2019,Derby,Bolton,4,0,H,A Davies
13/04/2019,Ipswich,Birmingham,1,1,D,J Simpson
13/04/2019,Leeds,Sheffield Weds,1,0,H,T Robinson
13/04/2019,Middlesbrough,Hull,1,0,H,R Jones
13/04/2019,Nott'm Forest,Blackburn,1,2,A,D Bond
13/04/2019,QPR,Swansea,4,0,H,A Madley
13/04/2019,Reading,Brentford,2,1,H,S Martin
13/04/2019,Sheffield United,Millwall,1,1,D,D Webb
13/04/2019,Stoke,Rotherham,2,2,D,A Woolmer
13/04/2019,West Brom,Preston,4,1,H,R East
10/04/2019,Birmingham,Sheffield United,1,1,D,D Bond
10/04/2019,Brentford,Ipswich,2,0,H,A Davies
10/04/2019,Hull,Wigan,2,1,H,D Webb
10/04/2019,Millwall,QPR,0,0,D,J Brooks
10/04/2019,Norwich,Reading,2,2,D,K Stroud
10/04/2019,Rotherham,Aston Villa,1,2,A,A Madley
9/04/2019,Blackburn,Derby,2,0,H,J Simpson
9/04/2019,Bolton,Middlesbrough,0,2,A,S Martin
9/04/2019,Bristol City,West Brom,3,2,H,S Hooper
9/04/2019,Preston,Leeds,0,2,A,R Jones
9/04/2019,Sheffield Weds,Nott'm Forest,3,0,H,L Mason
9/04/2019,Swansea,Stoke,3,1,H,J Linington
6/04/2019,Birmingham,Leeds,1,0,H,M Dean
6/04/2019,Blackburn,Stoke,0,1,A,G Eltringham
6/04/2019,Bolton,Ipswich,1,2,A,P Bankes
6/04/2019,Brentford,Derby,3,3,D,J Brooks
6/04/2019,Bristol City,Wigan,2,2,D,K Stroud
6/04/2019,Hull,Reading,3,1,H,T Robinson
6/04/2019,Millwall,West Brom,2,0,H,J Linington
6/04/2019,Norwich,QPR,4,0,H,S Duncan
6/04/2019,Preston,Sheffield United,0,1,A,G Ward
6/04/2019,Rotherham,Nott'm Forest,2,1,H,S Martin
6/04/2019,Sheffield Weds,Aston Villa,1,3,A,O Langford
6/04/2019,Swansea,Middlesbrough,3,1,H,A Woolmer
2/04/2019,Middlesbrough,Bristol City,0,1,A,G Ward
2/04/2019,Swansea,Brentford,3,0,H,P Bankes
30/03/2019,Aston Villa,Blackburn,2,1,H,R Jones
30/03/2019,Derby,Rotherham,6,1,H,T Robinson
30/03/2019,Ipswich,Hull,0,2,A,J Brooks
30/03/2019,Leeds,Millwall,3,2,H,D Bond
30/03/2019,Middlesbrough,Norwich,0,1,A,D Coote
30/03/2019,Nott'm Forest,Swansea,2,1,H,J Simpson
30/03/2019,QPR,Bolton,1,2,A,G Eltringham
30/03/2019,Reading,Preston,2,1,H,T Harrington
30/03/2019,Sheffield United,Bristol City,2,3,A,J Linington
30/03/2019,Stoke,Sheffield Weds,0,0,D,A Madley
30/03/2019,Wigan,Brentford,0,0,D,A Woolmer
29/03/2019,West Brom,Birmingham,3,2,H,D Webb
16/03/2019,Aston Villa,Middlesbrough,3,0,H,D Bond
16/03/2019,Brentford,West Brom,0,1,A,A Madley
16/03/2019,Hull,QPR,2,2,D,S Martin
16/03/2019,Ipswich,Nott'm Forest,1,1,D,K Stroud
16/03/2019,Leeds,Sheffield United,0,1,A,D Coote
16/03/2019,Preston,Birmingham,1,0,H,S Duncan
16/03/2019,Rotherham,Norwich,1,2,A,O Langford
16/03/2019,Sheffield Weds,Blackburn,4,2,H,J Linington
16/03/2019,Stoke,Reading,0,0,D,J Simpson
16/03/2019,Wigan,Bolton,5,2,H,R Jones
13/03/2019,Birmingham,Millwall,0,2,A,J Brooks
13/03/2019,Derby,Stoke,0,0,D,O Langford
13/03/2019,Middlesbrough,Preston,1,2,A,K Stroud
13/03/2019,Norwich,Hull,3,2,H,A Madley
13/03/2019,Nott'm Forest,Aston Villa,1,3,A,M Dean
13/03/2019,QPR,Rotherham,1,2,A,D Webb
13/03/2019,West Brom,Swansea,3,0,H,S Duncan
12/03/2019,Blackburn,Wigan,3,0,H,C Kavanagh
12/03/2019,Bolton,Sheffield Weds,0,2,A,S Martin
12/03/2019,Bristol City,Ipswich,1,1,D,D Bond
12/03/2019,Reading,Leeds,0,3,A,G Ward
12/03/2019,Sheffield United,Brentford,2,0,H,T Harrington
10/03/2019,Birmingham,Aston Villa,0,1,A,T Robinson
9/03/2019,Blackburn,Preston,0,1,A,O Langford
9/03/2019,Bolton,Millwall,2,1,H,S Hooper
9/03/2019,Bristol City,Leeds,0,1,A,P Bankes
9/03/2019,Derby,Sheffield Weds,1,1,D,K Stroud
9/03/2019,Middlesbrough,Brentford,1,2,A,J Simpson
9/03/2019,Nott'm Forest,Hull,3,0,H,J Linington
9/03/2019,QPR,Stoke,0,0,D,G Ward
9/03/2019,Reading,Wigan,3,2,H,A Davies
9/03/2019,Sheffield United,Rotherham,2,0,H,G Eltringham
9/03/2019,West Brom,Ipswich,1,1,D,A Woolmer
8/03/2019,Norwich,Swansea,1,0,H,R Jones
5/03/2019,Derby,Wigan,2,1,H,T Harrington
4/03/2019,Sheffield Weds,Sheffield United,0,0,D,P Bankes
2/03/2019,Aston Villa,Derby,4,0,H,L Mason
2/03/2019,Brentford,QPR,3,0,H,K Stroud
2/03/2019,Hull,Birmingham,2,0,H,T Harrington
2/03/2019,Ipswich,Reading,1,2,A,G Eltringham
2/03/2019,Millwall,Norwich,1,3,A,D Webb
2/03/2019,Preston,Bristol City,1,1,D,J Simpson
2/03/2019,Rotherham,Blackburn,3,2,H,J Brooks
2/03/2019,Stoke,Nott'm Forest,2,0,H,R East
2/03/2019,Swansea,Bolton,2,0,H,G Ward
2/03/2019,Wigan,Middlesbrough,0,0,D,S Martin
1/03/2019,Leeds,West Brom,4,0,H,T Robinson
26/02/2019,Bristol City,Birmingham,1,2,A,G Eltringham
26/02/2019,Hull,Millwall,2,1,H,D Bond
26/02/2019,QPR,Leeds,1,0,H,A Davies
26/02/2019,Sheffield Weds,Brentford,2,0,H,S Duncan
25/02/2019,Nott'm Forest,Derby,1,0,H,R Jones
23/02/2019,Birmingham,Blackburn,2,2,D,P Bankes
23/02/2019,Brentford,Hull,5,1,H,T Robinson
23/02/2019,Leeds,Bolton,2,1,H,T Harrington
23/02/2019,Middlesbrough,QPR,2,0,H,A Madley
23/02/2019,Millwall,Preston,1,3,A,S Martin
23/02/2019,Norwich,Bristol City,3,2,H,G Ward
23/02/2019,Reading,Rotherham,1,1,D,J Simpson
23/02/2019,Sheffield Weds,Swansea,3,1,H,G Eltringham
23/02/2019,Stoke,Aston Villa,1,1,D,D Webb
23/02/2019,West Brom,Sheffield United,0,1,A,O Langford
23/02/2019,Wigan,Ipswich,1,1,D,L Probert
20/02/2019,Derby,Millwall,0,1,A,J Linington
19/02/2019,QPR,West Brom,2,3,A,J Brooks
17/02/2019,Blackburn,Middlesbrough,0,1,A,D Bond
16/02/2019,Aston Villa,West Brom,0,2,A,J Linington
16/02/2019,Bolton,Norwich,0,4,A,A Woolmer
16/02/2019,Ipswich,Stoke,1,1,D,S Duncan
16/02/2019,Preston,Nott'm Forest,0,0,D,T Robinson
16/02/2019,Rotherham,Sheffield Weds,2,2,D,D England
16/02/2019,Sheffield United,Reading,4,0,H,R Jones
13/02/2019,Brentford,Aston Villa,1,0,H,G Ward
13/02/2019,Ipswich,Derby,1,1,D,A Madley
13/02/2019,Leeds,Swansea,2,1,H,D Webb
13/02/2019,Preston,Norwich,3,1,H,G Eltringham
13/02/2019,Reading,Blackburn,2,1,H,S Martin
13/02/2019,Sheffield United,Middlesbrough,1,0,H,A Woolmer
13/02/2019,Wigan,Stoke,0,0,D,K Stroud
12/02/2019,Birmingham,Bolton,0,1,A,A Davies
12/02/2019,Bristol City,QPR,2,1,H,T Harrington
12/02/2019,Hull,Rotherham,2,2,D,S Duncan
12/02/2019,Millwall,Sheffield Weds,0,0,D,T Robinson
12/02/2019,West Brom,Nott'm Forest,2,2,D,L Mason
10/02/2019,Norwich,Ipswich,3,0,H,P Bankes
9/02/2019,Blackburn,Bristol City,0,1,A,J Linington
9/02/2019,Bolton,Preston,1,2,A,A Madley
9/02/2019,Derby,Hull,2,0,H,G Ward
9/02/2019,Middlesbrough,Leeds,1,1,D,D England
9/02/2019,Nott'm Forest,Brentford,2,1,H,R Jones
9/02/2019,QPR,Birmingham,3,4,A,D Bond
9/02/2019,Rotherham,Wigan,1,1,D,O Langford
9/02/2019,Sheffield Weds,Reading,0,0,D,J Brooks
9/02/2019,Stoke,West Brom,0,1,A,J Simpson
9/02/2019,Swansea,Millwall,1,0,H,K Friend
8/02/2019,Aston Villa,Sheffield United,3,3,D,T Harrington
2/02/2019,Birmingham,Nott'm Forest,2,0,H,D Webb
2/02/2019,Brentford,Blackburn,5,2,H,A Davies
2/02/2019,Bristol City,Swansea,2,0,H,A Woolmer
2/02/2019,Hull,Stoke,2,0,H,P Bankes
2/02/2019,Ipswich,Sheffield Weds,0,1,A,O Langford
2/02/2019,Leeds,Norwich,1,3,A,S Attwell
2/02/2019,Millwall,Rotherham,0,0,D,A Madley
2/02/2019,Reading,Aston Villa,0,0,D,G Eltringham
2/02/2019,Sheffield United,Bolton,2,0,H,K Stroud
2/02/2019,West Brom,Middlesbrough,2,3,A,T Robinson
2/02/2019,Wigan,QPR,2,1,H,S Duncan
1/02/2019,Preston,Derby,0,0,D,D Bond
29/01/2019,Bolton,Reading,1,1,D,S Duncan
29/01/2019,Swansea,Birmingham,3,3,D,S Martin
26/01/2019,Aston Villa,Ipswich,2,1,H,K Stroud
26/01/2019,Blackburn,Hull,3,0,H,J Simpson
26/01/2019,Norwich,Sheffield United,2,2,D,J Linington
26/01/2019,Nott'm Forest,Wigan,3,1,H,A Davies
26/01/2019,Rotherham,Leeds,1,2,A,T Robinson
26/01/2019,Stoke,Preston,0,2,A,O Langford
21/01/2019,Bolton,West Brom,0,2,A,D Webb
19/01/2019,Aston Villa,Hull,2,2,D,D Bond
19/01/2019,Blackburn,Ipswich,2,0,H,D England
19/01/2019,Derby,Reading,2,1,H,A Woolmer
19/01/2019,Middlesbrough,Millwall,1,1,D,K Stroud
19/01/2019,Nott'm Forest,Bristol City,0,1,A,J Simpson
19/01/2019,QPR,Preston,1,4,A,A Madley
19/01/2019,Rotherham,Brentford,2,4,A,T Harrington
19/01/2019,Sheffield Weds,Wigan,1,0,H,P Bankes
19/01/2019,Stoke,Leeds,2,1,H,G Ward
19/01/2019,Swansea,Sheffield United,1,0,H,J Brooks
18/01/2019,Norwich,Birmingham,3,1,H,T Robinson
12/01/2019,Birmingham,Middlesbrough,1,2,A,G Scott
12/01/2019,Brentford,Stoke,3,1,H,T Robinson
12/01/2019,Bristol City,Bolton,2,1,H,S Martin
12/01/2019,Hull,Sheffield Weds,3,0,H,G Eltringham
12/01/2019,Ipswich,Rotherham,1,0,H,J Linington
12/01/2019,Millwall,Blackburn,0,2,A,R Jones
12/01/2019,Preston,Swansea,1,1,D,K Stroud
12/01/2019,Reading,Nott'm Forest,2,0,H,O Langford
12/01/2019,Sheffield United,QPR,1,0,H,A Woolmer
12/01/2019,West Brom,Norwich,1,1,D,D England
12/01/2019,Wigan,Aston Villa,3,0,H,T Harrington
11/01/2019,Leeds,Derby,2,0,H,A Davies
1/01/2019,Aston Villa,QPR,2,2,D,J Linington
1/01/2019,Blackburn,West Brom,2,1,H,O Langford
1/01/2019,Brentford,Norwich,1,1,D,G Ward
1/01/2019,Derby,Middlesbrough,1,1,D,R Jones
1/01/2019,Hull,Bolton,6,0,H,T Harrington
1/01/2019,Ipswich,Millwall,2,3,A,S Martin
1/01/2019,Nott'm Forest,Leeds,4,2,H,D England
1/01/2019,Reading,Swansea,1,4,A,T Robinson
1/01/2019,Rotherham,Preston,2,1,H,L Probert
1/01/2019,Sheffield Weds,Birmingham,1,1,D,A Woolmer
1/01/2019,Stoke,Bristol City,0,2,A,P Tierney
1/01/2019,Wigan,Sheffield United,0,3,A,A Madley
29/12/2018,Birmingham,Brentford,0,0,D,P Bankes
29/12/2018,Bolton,Stoke,0,0,D,K Stroud
29/12/2018,Bristol City,Rotherham,1,0,H,S Duncan
29/12/2018,Leeds,Hull,0,2,A,J Brooks
29/12/2018,Middlesbrough,Ipswich,2,0,H,J Simpson
29/12/2018,Millwall,Nott'm Forest,1,0,H,T Harrington
29/12/2018,Norwich,Derby,3,4,A,D Webb
29/12/2018,Preston,Aston Villa,1,1,D,G Eltringham
29/12/2018,QPR,Reading,0,0,D,R Jones
29/12/2018,Sheffield United,Blackburn,3,0,H,A Taylor
29/12/2018,Swansea,Wigan,2,2,D,J Linington
29/12/2018,West Brom,Sheffield Weds,1,1,D,A Davies
26/12/2018,Birmingham,Stoke,2,0,H,D Bond
26/12/2018,Bolton,Rotherham,2,1,H,J Simpson
26/12/2018,Bristol City,Brentford,1,1,D,D Webb
26/12/2018,Leeds,Blackburn,3,2,H,S Martin
26/12/2018,Middlesbrough,Sheffield Weds,0,1,A,P Bankes
26/12/2018,Millwall,Reading,1,0,H,A Davies
26/12/2018,Norwich,Nott'm Forest,3,3,D,J Brooks
26/12/2018,Preston,Hull,1,2,A,S Duncan
26/12/2018,QPR,Ipswich,3,0,H,K Stroud
26/12/2018,Sheffield United,Derby,3,1,H,G Eltringham
26/12/2018,Swansea,Aston Villa,0,1,A,R East
26/12/2018,West Brom,Wigan,2,0,H,R Jones
23/12/2018,Aston Villa,Leeds,2,3,A,A Madley
