Date,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,Referee
22/12/2018,Blackburn,Norwich,0,1,A,D England
22/12/2018,Brentford,Bolton,1,0,H,J Linington
22/12/2018,Derby,Bristol City,1,1,D,D Bond
22/12/2018,Hull,Swansea,3,2,H,O Langford
22/12/2018,Ipswich,Sheffield United,1,1,D,A Woolmer
22/12/2018,Nott'm Forest,QPR,0,1,A,G Ward
22/12/2018,Reading,Middlesbrough,0,1,A,S Martin
22/12/2018,Rotherham,West Brom,0,4,A,T Harrington
22/12/2018,Sheffield Weds,Preston,1,0,H,D Coote
22/12/2018,Stoke,Millwall,1,0,H,C Kavanagh
22/12/2018,Wigan,Birmingham,0,3,A,R Joyce
17/12/2018,Derby,Nott'm Forest,0,0,D,K Stroud
15/12/2018,Aston Villa,Stoke,2,2,D,P Bankes
15/12/2018,Blackburn,Birmingham,2,2,D,T Harrington
15/12/2018,Bolton,Leeds,0,1,A,R Jones
15/12/2018,Bristol City,Norwich,2,2,D,R East
15/12/2018,Hull,Brentford,2,0,H,A Davies
15/12/2018,Ipswich,Wigan,1,0,H,S Duncan
15/12/2018,Preston,Millwall,3,2,H,J Duncan
15/12/2018,QPR,Middlesbrough,2,1,H,O Langford
15/12/2018,Rotherham,Reading,1,1,D,R Joyce
15/12/2018,Swansea,Sheffield Weds,2,1,H,D Webb
14/12/2018,Sheffield United,West Brom,1,2,A,J Simpson
8/12/2018,Birmingham,Bristol City,0,1,A,J Brooks
8/12/2018,Brentford,Swansea,2,3,A,A Woolmer
8/12/2018,Leeds,QPR,2,1,H,P Bankes
8/12/2018,Middlesbrough,Blackburn,1,1,D,S Hooper
8/12/2018,Millwall,Hull,2,2,D,K Stroud
8/12/2018,Norwich,Bolton,3,2,H,S Duncan
8/12/2018,Nott'm Forest,Preston,0,1,A,S Martin
8/12/2018,Reading,Sheffield United,0,2,A,J Linington
8/12/2018,Sheffield Weds,Rotherham,2,2,D,D Bond
8/12/2018,Stoke,Ipswich,2,0,H,G Eltringham
8/12/2018,Wigan,Derby,0,1,A,G Ward
7/12/2018,West Brom,Aston Villa,2,2,D,D England
3/12/2018,West Brom,Brentford,1,1,D,D Bond
2/12/2018,Bristol City,Millwall,1,1,D,D England
1/12/2018,Birmingham,Preston,3,0,H,D Webb
1/12/2018,Blackburn,Sheffield Weds,4,2,H,R Jones
1/12/2018,Bolton,Wigan,1,1,D,S Hooper
1/12/2018,Derby,Swansea,2,1,H,A Madley
1/12/2018,Middlesbrough,Aston Villa,0,3,A,A Davies
1/12/2018,Norwich,Rotherham,3,1,H,S Martin
1/12/2018,Nott'm Forest,Ipswich,2,0,H,J Linington
1/12/2018,QPR,Hull,2,3,A,J Simpson
1/12/2018,Reading,Stoke,2,2,D,D Coote
1/12/2018,Sheffield United,Leeds,0,1,A,O Langford
28/11/2018,Aston Villa,Nott'm Forest,5,5,D,S Hooper
28/11/2018,Ipswich,Bristol City,2,3,A,D Webb
28/11/2018,Millwall,Birmingham,0,2,A,S Duncan
28/11/2018,Stoke,Derby,2,1,H,D England
28/11/2018,Swansea,West Brom,1,2,A,J Linington
28/11/2018,Wigan,Blackburn,3,1,H,K Stroud
27/11/2018,Brentford,Sheffield United,2,3,A,S Martin
27/11/2018,Hull,Norwich,0,0,D,G Eltringham
27/11/2018,Leeds,Reading,1,0,H,M Dean
27/11/2018,Preston,Middlesbrough,1,1,D,P Bankes
27/11/2018,Rotherham,QPR,2,2,D,A Woolmer
27/11/2018,Sheffield Weds,Bolton,1,0,H,G Ward
25/11/2018,Aston Villa,Birmingham,4,2,H,R Jones
24/11/2018,Brentford,Middlesbrough,1,2,A,J Brooks
24/11/2018,Hull,Nott'm Forest,0,2,A,G Scott
24/11/2018,Leeds,Bristol City,2,0,H,S Duncan
24/11/2018,Millwall,Bolton,1,1,D,L Swabey
24/11/2018,Preston,Blackburn,4,1,H,A Madley
24/11/2018,Rotherham,Sheffield United,2,2,D,P Bankes
24/11/2018,Sheffield Weds,Derby,1,2,A,J Simpson
24/11/2018,Stoke,QPR,2,2,D,A Davies
24/11/2018,Swansea,Norwich,1,4,A,D Bond
24/11/2018,Wigan,Reading,0,0,D,O Langford
23/11/2018,Ipswich,West Brom,1,2,A,K Stroud
10/11/2018,Birmingham,Hull,3,3,D,G Ward
10/11/2018,Blackburn,Rotherham,1,1,D,D Webb
10/11/2018,Bolton,Swansea,0,1,A,G Scott
10/11/2018,Bristol City,Preston,0,1,A,G Eltringham
10/11/2018,Derby,Aston Villa,0,3,A,J Brooks
10/11/2018,Middlesbrough,Wigan,2,0,H,D England
10/11/2018,Norwich,Millwall,4,3,H,J Simpson
10/11/2018,Nott'm Forest,Stoke,0,0,D,O Langford
10/11/2018,QPR,Brentford,3,2,H,J Linington
10/11/2018,Reading,Ipswich,2,2,D,D Bond
10/11/2018,West Brom,Leeds,4,1,H,L Mason
9/11/2018,Sheffield United,Sheffield Weds,0,0,D,A Madley
4/11/2018,Wigan,Leeds,1,2,A,A Davies
3/11/2018,Blackburn,QPR,1,0,H,P Bankes
3/11/2018,Brentford,Millwall,2,0,H,S Hooper
3/11/2018,Derby,Birmingham,3,1,H,C Kavanagh
3/11/2018,Hull,West Brom,1,0,H,K Stroud
3/11/2018,Ipswich,Preston,1,1,D,A Woolmer
3/11/2018,Nott'm Forest,Sheffield United,1,0,H,S Duncan
3/11/2018,Reading,Bristol City,3,2,H,J Linington
3/11/2018,Rotherham,Swansea,2,1,H,T Harrington
3/11/2018,Sheffield Weds,Norwich,0,4,A,S Martin
3/11/2018,Stoke,Middlesbrough,0,0,D,R Jones
2/11/2018,Aston Villa,Bolton,2,0,H,O Langford
27/10/2018,Birmingham,Sheffield Weds,3,1,H,D Bond
27/10/2018,Bolton,Hull,0,1,A,D Webb
27/10/2018,Bristol City,Stoke,0,1,A,A Madley
27/10/2018,Leeds,Nott'm Forest,1,1,D,G Eltringham
27/10/2018,Middlesbrough,Derby,1,1,D,S Hooper
27/10/2018,Millwall,Ipswich,3,0,H,R Jones
27/10/2018,Norwich,Brentford,1,0,H,O Langford
27/10/2018,Preston,Rotherham,1,1,D,J Simpson
27/10/2018,Sheffield United,Wigan,4,2,H,T Harrington
27/10/2018,Swansea,Reading,2,0,H,K Stroud
27/10/2018,West Brom,Blackburn,1,1,D,S Duncan
26/10/2018,QPR,Aston Villa,1,0,H,D England
24/10/2018,Bolton,Nott'm Forest,0,3,A,A Davies
24/10/2018,Bristol City,Hull,1,0,H,P Bankes
24/10/2018,Leeds,Ipswich,2,0,H,C Pawson
24/10/2018,Preston,Brentford,4,3,H,S Duncan
24/10/2018,West Brom,Derby,1,4,A,R Joyce
23/10/2018,Birmingham,Reading,2,1,H,T Harrington
23/10/2018,Middlesbrough,Rotherham,0,0,D,D Bond
23/10/2018,Millwall,Wigan,2,1,H,J Linington
23/10/2018,Norwich,Aston Villa,2,1,H,S Hooper
23/10/2018,QPR,Sheffield Weds,3,0,H,J Brooks
23/10/2018,Sheffield United,Stoke,1,1,D,G Ward
23/10/2018,Swansea,Blackburn,3,1,H,G Eltringham
20/10/2018,Aston Villa,Swansea,1,0,H,A Madley
20/10/2018,Blackburn,Leeds,2,1,H,D England
20/10/2018,Brentford,Bristol City,0,1,A,R Jones
20/10/2018,Derby,Sheffield United,2,1,H,O Langford
20/10/2018,Hull,Preston,1,1,D,G Ward
20/10/2018,Ipswich,QPR,0,2,A,G Eltringham
20/10/2018,Nott'm Forest,Norwich,1,2,A,K Stroud
20/10/2018,Reading,Millwall,3,1,H,D Webb
20/10/2018,Rotherham,Bolton,1,1,D,T Robinson
20/10/2018,Stoke,Birmingham,0,1,A,R East
20/10/2018,Wigan,West Brom,1,0,H,J Simpson
19/10/2018,Sheffield Weds,Middlesbrough,1,2,A,P Bankes
7/10/2018,Bristol City,Sheffield Weds,1,2,A,A Davies
6/10/2018,Birmingham,Rotherham,3,1,H,K Stroud
6/10/2018,Bolton,Blackburn,0,1,A,D Bond
6/10/2018,Leeds,Brentford,1,1,D,J Simpson
6/10/2018,Middlesbrough,Nott'm Forest,0,2,A,J Brooks
6/10/2018,Millwall,Aston Villa,2,1,H,T Harrington
6/10/2018,Norwich,Stoke,0,1,A,D Coote
6/10/2018,Preston,Wigan,4,0,H,L Probert
6/10/2018,QPR,Derby,1,1,D,D Webb
6/10/2018,Sheffield United,Hull,1,0,H,P Bankes
6/10/2018,Swansea,Ipswich,2,3,A,O Langford
6/10/2018,West Brom,Reading,4,1,H,D England
3/10/2018,Blackburn,Sheffield United,0,2,A,R Jones
3/10/2018,Derby,Norwich,1,1,D,G Eltringham
3/10/2018,Nott'm Forest,Millwall,2,2,D,J Moss
3/10/2018,Rotherham,Bristol City,0,0,D,G Ward
3/10/2018,Sheffield Weds,West Brom,2,2,D,O Langford
2/10/2018,Aston Villa,Preston,3,3,D,P Bankes
2/10/2018,Brentford,Birmingham,1,1,D,T Robinson
2/10/2018,Hull,Leeds,0,1,A,D Bond
2/10/2018,Ipswich,Middlesbrough,0,2,A,A Madley
2/10/2018,Reading,QPR,0,1,A,A Davies
2/10/2018,Stoke,Bolton,2,0,H,J Simpson
2/10/2018,Wigan,Swansea,0,0,D,J Brooks
29/09/2018,Birmingham,Ipswich,2,2,D,J Brooks
29/09/2018,Blackburn,Nott'm Forest,2,2,D,A Madley
29/09/2018,Bolton,Derby,1,0,H,S Duncan
29/09/2018,Brentford,Reading,2,2,D,G Eltringham
29/09/2018,Hull,Middlesbrough,1,1,D,D England
29/09/2018,Millwall,Sheffield United,2,3,A,A Davies
29/09/2018,Norwich,Wigan,1,0,H,G Ward
29/09/2018,Preston,West Brom,2,3,A,T Harrington
29/09/2018,Rotherham,Stoke,2,2,D,D Webb
29/09/2018,Swansea,QPR,3,0,H,K Friend
28/09/2018,Bristol City,Aston Villa,1,1,D,T Robinson
28/09/2018,Sheffield Weds,Leeds,1,1,D,R Jones
22/09/2018,Aston Villa,Sheffield Weds,1,2,A,D Webb
22/09/2018,Derby,Brentford,3,1,H,A Madley
22/09/2018,Ipswich,Bolton,0,0,D,S Martin
22/09/2018,Leeds,Birmingham,1,2,A,P Bankes
22/09/2018,Middlesbrough,Swansea,0,0,D,S Hooper
22/09/2018,Nott'm Forest,Rotherham,1,0,H,R Jones
22/09/2018,QPR,Norwich,0,1,A,D Bond
22/09/2018,Reading,Hull,3,0,H,J Simpson
22/09/2018,Sheffield United,Preston,3,2,H,S Duncan
22/09/2018,Stoke,Blackburn,2,3,A,T Harrington
22/09/2018,West Brom,Millwall,2,0,H,T Robinson
21/09/2018,Wigan,Bristol City,1,0,H,O Langford
19/09/2018,Middlesbrough,Bolton,2,0,H,D Coote
19/09/2018,Nott'm Forest,Sheffield Weds,2,1,H,T Harrington
19/09/2018,QPR,Millwall,2,0,H,R Jones
19/09/2018,Reading,Norwich,1,2,A,T Robinson
19/09/2018,Sheffield United,Birmingham,0,0,D,G Ward
18/09/2018,Aston Villa,Rotherham,2,0,H,A Davies
18/09/2018,Derby,Blackburn,0,0,D,D England
18/09/2018,Ipswich,Brentford,1,1,D,D Bond
18/09/2018,Leeds,Preston,3,0,H,G Eltringham
18/09/2018,Stoke,Swansea,1,0,H,P Tierney
18/09/2018,West Brom,Bristol City,4,2,H,J Simpson
18/09/2018,Wigan,Hull,2,1,H,D Webb
15/09/2018,Blackburn,Aston Villa,1,1,D,S Martin
15/09/2018,Bolton,QPR,1,2,A,O Langford
15/09/2018,Brentford,Wigan,2,0,H,D England
15/09/2018,Bristol City,Sheffield United,1,0,H,J Brooks
15/09/2018,Hull,Ipswich,2,0,H,T Harrington
15/09/2018,Millwall,Leeds,1,1,D,C Kavanagh
15/09/2018,Norwich,Middlesbrough,1,0,H,J Linington
15/09/2018,Preston,Reading,2,3,A,D Bond
15/09/2018,Rotherham,Derby,1,0,H,P Bankes
15/09/2018,Sheffield Weds,Stoke,2,2,D,G Eltringham
15/09/2018,Swansea,Nott'm Forest,0,0,D,S Duncan
14/09/2018,Birmingham,West Brom,1,1,D,A Madley
2/09/2018,Bristol City,Blackburn,4,1,H,D Webb
2/09/2018,Ipswich,Norwich,1,1,D,R Jones
1/09/2018,Birmingham,QPR,0,0,D,J Simpson
1/09/2018,Brentford,Nott'm Forest,2,1,H,P Bankes
1/09/2018,Hull,Derby,1,2,A,J Brooks
1/09/2018,Millwall,Swansea,1,2,A,G Scott
1/09/2018,Preston,Bolton,2,2,D,A Davies
1/09/2018,Reading,Sheffield Weds,1,2,A,G Ward
1/09/2018,Sheffield United,Aston Villa,4,1,H,J Linington
1/09/2018,West Brom,Stoke,2,1,H,S Hooper
1/09/2018,Wigan,Rotherham,1,0,H,S Duncan
31/08/2018,Leeds,Middlesbrough,0,0,D,T Robinson
26/08/2018,Rotherham,Millwall,1,0,H,G Eltringham
25/08/2018,Aston Villa,Reading,1,1,D,D England
25/08/2018,Blackburn,Brentford,1,0,H,T Harrington
25/08/2018,Bolton,Sheffield United,0,3,A,A Madley
25/08/2018,Derby,Preston,2,0,H,D Webb
25/08/2018,Norwich,Leeds,0,3,A,S Hooper
25/08/2018,Nott'm Forest,Birmingham,2,2,D,T Robinson
25/08/2018,QPR,Wigan,1,0,H,S Martin
25/08/2018,Sheffield Weds,Ipswich,2,1,H,J Simpson
25/08/2018,Stoke,Hull,2,0,H,D Bond
25/08/2018,Swansea,Bristol City,0,1,A,G Ward
24/08/2018,Middlesbrough,West Brom,1,0,H,J Brooks
22/08/2018,Aston Villa,Brentford,2,2,D,J Moss
22/08/2018,Blackburn,Reading,2,2,D,O Langford
22/08/2018,Bolton,Birmingham,1,0,H,L Probert
22/08/2018,Norwich,Preston,2,0,H,G Ward
22/08/2018,Sheffield Weds,Millwall,2,1,H,A Madley
22/08/2018,Stoke,Wigan,0,3,A,J Brooks
21/08/2018,Derby,Ipswich,2,0,H,S Duncan
21/08/2018,QPR,Bristol City,0,3,A,P Bankes
21/08/2018,Rotherham,Hull,2,3,A,J Simpson
21/08/2018,Swansea,Leeds,2,2,D,A Davies
19/08/2018,Brentford,Sheffield Weds,2,0,H,D Webb
18/08/2018,Bristol City,Middlesbrough,0,2,A,O Langford
18/08/2018,Hull,Blackburn,0,1,A,D Coote
18/08/2018,Ipswich,Aston Villa,1,1,D,T Robinson
18/08/2018,Leeds,Rotherham,2,0,H,R Jones
18/08/2018,Millwall,Derby,2,1,H,S Martin
18/08/2018,Preston,Stoke,2,2,D,A Madley
18/08/2018,Reading,Bolton,0,1,A,J Linington
18/08/2018,Sheffield United,Norwich,2,1,H,D Bond
18/08/2018,West Brom,QPR,7,1,H,T Harrington
18/08/2018,Wigan,Nott'm Forest,2,2,D,G Eltringham
17/08/2018,Birmingham,Swansea,0,0,D,D England
11/08/2018,Aston Villa,Wigan,3,2,H,J Simpson
11/08/2018,Blackburn,Millwall,0,0,D,G Ward
11/08/2018,Bolton,Bristol City,2,2,D,J Brooks
11/08/2018,Derby,Leeds,1,4,A,P Bankes
11/08/2018,Middlesbrough,Birmingham,1,0,H,A Madley
11/08/2018,Norwich,West Brom,3,4,A,L Mason
11/08/2018,Nott'm Forest,Reading,1,0,H,S Martin
11/08/2018,QPR,Sheffield United,1,2,A,S Duncan
11/08/2018,Rotherham,Ipswich,1,0,H,D Webb
11/08/2018,Sheffield Weds,Hull,1,1,D,S Attwell
11/08/2018,Stoke,Brentford,1,1,D,A Davies
11/08/2018,Swansea,Preston,1,0,H,J Linington
7/08/2018,Middlesbrough,Sheffield United,3,0,H,R Jones
7/08/2018,Nott'm Forest,West Brom,1,1,D,D England
6/08/2018,Hull,Aston Villa,1,3,A,A Madley
5/08/2018,Leeds,Stoke,3,1,H,S Duncan
4/08/2018,Birmingham,Norwich,2,2,D,P Bankes
4/08/2018,Brentford,Rotherham,5,1,H,O Langford
4/08/2018,Bristol City,Nott'm Forest,1,1,D,D Bond
4/08/2018,Ipswich,Blackburn,2,2,D,A Davies
4/08/2018,Millwall,Middlesbrough,2,2,D,K Friend
4/08/2018,Preston,QPR,1,0,H,D England
4/08/2018,Sheffield United,Swansea,1,2,A,J Simpson
4/08/2018,West Brom,Bolton,1,2,A,G Eltringham
4/08/2018,Wigan,Sheffield Weds,3,2,H,T Robinson
3/08/2018,Reading,Derby,1,2,A,R Jones
6/05/2018,Birmingham,Fulham,3,1,H,S Attwell
6/05/2018,Bolton,Nott'm Forest,3,2,H,S Duncan
6/05/2018,Brentford,Hull,1,1,D,J Linington
6/05/2018,Bristol City,Sheffield United,2,3,A,P Bankes
6/05/2018,Cardiff,Reading,0,0,D,R Madley
6/05/2018,Derby,Barnsley,4,1,H,S Hooper
6/05/2018,Ipswich,Middlesbrough,2,2,D,D Coote
6/05/2018,Leeds,QPR,2,0,H,D England
6/05/2018,Millwall,Aston Villa,1,0,H,T Robinson
6/05/2018,Preston,Burton,2,1,H,A Madley
6/05/2018,Sheffield Weds,Norwich,5,1,H,R Jones
6/05/2018,Sunderland,Wolves,3,0,H,J Simpson
28/04/2018,Aston Villa,Derby,1,1,D,S Duncan
28/04/2018,Barnsley,Brentford,2,0,H,D Bond
28/04/2018,Burton,Bolton,2,0,H,G Scott
28/04/2018,Hull,Cardiff,0,2,A,A Davies
28/04/2018,Middlesbrough,Millwall,2,0,H,P Tierney
28/04/2018,Norwich,Leeds,2,1,H,J Brooks
28/04/2018,Nott'm Forest,Bristol City,0,0,D,J Simpson
28/04/2018,QPR,Birmingham,3,1,H,S Martin
28/04/2018,Reading,Ipswich,0,4,A,K Stroud
28/04/2018,Sheffield United,Preston,0,1,A,J Linington
28/04/2018,Wolves,Sheffield Weds,0,0,D,S Hooper
27/04/2018,Fulham,Sunderland,2,1,H,P Bankes
24/04/2018,Derby,Cardiff,3,1,H,A Madley
24/04/2018,Nott'm Forest,Barnsley,3,0,H,R Jones
21/04/2018,Birmingham,Sheffield United,2,1,H,T Robinson
21/04/2018,Bolton,Wolves,0,4,A,K Stroud
21/04/2018,Brentford,QPR,2,1,H,A Madley
21/04/2018,Bristol City,Hull,5,5,D,O Langford
21/04/2018,Cardiff,Nott'm Forest,2,1,H,P Bankes
21/04/2018,Derby,Middlesbrough,1,2,A,L Probert
21/04/2018,Ipswich,Aston Villa,0,4,A,S Hooper
21/04/2018,Leeds,Barnsley,2,1,H,S Martin
21/04/2018,Preston,Norwich,0,0,D,G Eltringham
21/04/2018,Sheffield Weds,Reading,3,0,H,J Simpson
21/04/2018,Sunderland,Burton,1,2,A,D England
20/04/2018,Millwall,Fulham,0,3,A,A Madley
15/04/2018,Wolves,Birmingham,2,0,H,A Davies
14/04/2018,Barnsley,Bolton,2,2,D,M Jones
14/04/2018,Burton,Derby,3,1,H,J Linington
14/04/2018,Fulham,Brentford,1,1,D,N Swarbrick
14/04/2018,Hull,Sheffield Weds,0,1,A,S Duncan
14/04/2018,Middlesbrough,Bristol City,2,1,H,A Madley
14/04/2018,Norwich,Cardiff,0,2,A,T Robinson
14/04/2018,Nott'm Forest,Ipswich,2,1,H,D England
14/04/2018,QPR,Preston,1,2,A,R Jones
14/04/2018,Reading,Sunderland,2,2,D,S Martin
14/04/2018,Sheffield United,Millwall,1,1,D,D Coote
13/04/2018,Aston Villa,Leeds,1,0,H,T Harrington
11/04/2018,Wolves,Derby,2,0,H,T Robinson
10/04/2018,Aston Villa,Cardiff,1,0,H,J Simpson
10/04/2018,Bolton,Millwall,0,2,A,R Jones
10/04/2018,Bristol City,Birmingham,3,1,H,G Eltringham
10/04/2018,Burton,Hull,0,5,A,P Bankes
10/04/2018,Fulham,Reading,1,0,H,L Mason
10/04/2018,Ipswich,Barnsley,1,0,H,J Linington
10/04/2018,Nott'm Forest,Brentford,0,1,A,A Davies
10/04/2018,Preston,Leeds,3,1,H,L Probert
10/04/2018,QPR,Sheffield Weds,4,2,H,O Langford
10/04/2018,Sheffield United,Middlesbrough,2,1,H,D Bond
10/04/2018,Sunderland,Norwich,1,1,D,D Coote
7/04/2018,Barnsley,Sheffield United,3,2,H,S Duncan
7/04/2018,Birmingham,Burton,1,1,D,D Bond
7/04/2018,Brentford,Ipswich,1,0,H,R Jones
7/04/2018,Derby,Bolton,3,0,H,D England
7/04/2018,Hull,QPR,4,0,H,G Eltringham
7/04/2018,Leeds,Sunderland,1,1,D,J Simpson
7/04/2018,Middlesbrough,Nott'm Forest,2,0,H,D Webb
7/04/2018,Millwall,Bristol City,2,0,H,S Hooper
7/04/2018,Norwich,Aston Villa,3,1,H,P Bankes
7/04/2018,Reading,Preston,1,0,H,A Madley
7/04/2018,Sheffield Weds,Fulham,0,1,A,S Martin
6/04/2018,Cardiff,Wolves,0,1,A,M Dean
3/04/2018,Aston Villa,Reading,3,0,H,D Bond
3/04/2018,Bolton,Birmingham,0,1,A,O Langford
3/04/2018,Fulham,Leeds,2,0,H,P Bankes
3/04/2018,Wolves,Hull,2,2,D,D England
2/04/2018,Bristol City,Brentford,0,1,A,K Stroud
2/04/2018,Burton,Middlesbrough,1,1,D,D Coote
2/04/2018,Ipswich,Millwall,2,2,D,S Martin
2/04/2018,Preston,Derby,0,1,A,T Harrington
2/04/2018,QPR,Norwich,4,1,H,J Linington
2/04/2018,Sheffield United,Cardiff,1,1,D,S Hooper
2/04/2018,Sunderland,Sheffield Weds,1,3,A,M Oliver
31/03/2018,Birmingham,Ipswich,1,0,H,R East
31/03/2018,Hull,Aston Villa,0,0,D,A Davies
30/03/2018,Barnsley,Bristol City,2,2,D,D Webb
30/03/2018,Brentford,Sheffield United,1,1,D,J Simpson
30/03/2018,Cardiff,Burton,3,1,H,S Hooper
30/03/2018,Derby,Sunderland,1,4,A,J Linington
30/03/2018,Leeds,Bolton,2,1,H,G Eltringham
30/03/2018,Middlesbrough,Wolves,1,2,A,S Attwell
30/03/2018,Millwall,Nott'm Forest,2,0,H,S Duncan
30/03/2018,Norwich,Fulham,0,2,A,K Stroud
30/03/2018,Reading,QPR,1,0,H,D Coote
30/03/2018,Sheffield Weds,Preston,4,1,H,T Robinson
17/03/2018,Barnsley,Millwall,0,2,A,P Bankes
17/03/2018,Birmingham,Hull,3,0,H,T Harrington
17/03/2018,Bolton,Aston Villa,1,0,H,R Jones
17/03/2018,Brentford,Middlesbrough,1,1,D,S Hooper
17/03/2018,Bristol City,Ipswich,1,0,H,D England
17/03/2018,Fulham,QPR,2,2,D,C Kavanagh
17/03/2018,Leeds,Sheffield Weds,1,2,A,K Stroud
17/03/2018,Norwich,Reading,3,2,H,O Langford
17/03/2018,Sheffield United,Nott'm Forest,0,0,D,P Tierney
17/03/2018,Sunderland,Preston,0,2,A,D Bond
17/03/2018,Wolves,Burton,3,1,H,G Eltringham
13/03/2018,Aston Villa,QPR,1,3,A,T Robinson
13/03/2018,Barnsley,Norwich,1,1,D,S Martin
13/03/2018,Brentford,Cardiff,1,3,A,J Linington
13/03/2018,Ipswich,Hull,0,3,A,J Simpson
13/03/2018,Sheffield United,Burton,2,0,H,S Duncan
13/03/2018,Wolves,Reading,3,0,H,R Jones
11/03/2018,Nott'm Forest,Derby,0,0,D,J Simpson
10/03/2018,Aston Villa,Wolves,4,1,H,D Coote
10/03/2018,Burton,Bristol City,0,0,D,O Langford
10/03/2018,Cardiff,Birmingham,3,2,H,P Bankes
10/03/2018,Hull,Norwich,4,3,H,T Robinson
10/03/2018,Ipswich,Sheffield United,0,0,D,J Brooks
10/03/2018,Middlesbrough,Barnsley,3,1,H,A Davies
10/03/2018,Millwall,Brentford,1,0,H,S Attwell
10/03/2018,Preston,Fulham,1,2,A,S Hooper
10/03/2018,QPR,Sunderland,1,0,H,R Jones
10/03/2018,Reading,Leeds,2,2,D,S Duncan
10/03/2018,Sheffield Weds,Bolton,1,1,D,D Bond
7/03/2018,Leeds,Wolves,0,3,A,T Robinson
6/03/2018,Birmingham,Middlesbrough,0,1,A,S Martin
6/03/2018,Burton,Brentford,0,2,A,T Harrington
6/03/2018,Cardiff,Barnsley,2,1,H,R Jones
6/03/2018,Fulham,Sheffield United,3,0,H,K Stroud
6/03/2018,Hull,Millwall,1,2,A,D Coote
6/03/2018,Norwich,Nott'm Forest,0,0,D,D England
6/03/2018,Preston,Bristol City,2,1,H,G Eltringham
6/03/2018,QPR,Derby,1,1,D,S Hooper
6/03/2018,Reading,Bolton,1,1,D,J Linington
6/03/2018,Sheffield Weds,Ipswich,1,2,A,O Langford
6/03/2018,Sunderland,Aston Villa,0,3,A,A Madley
3/03/2018,Bolton,Preston,1,3,A,P Bankes
3/03/2018,Bristol City,Sheffield Weds,4,0,H,T Harrington
3/03/2018,Derby,Fulham,1,2,A,L Mason
3/03/2018,Millwall,Sunderland,1,1,D,A Davies
3/03/2018,Nott'm Forest,Birmingham,2,1,H,K Stroud
2/03/2018,Middlesbrough,Leeds,3,0,H,D England
27/02/2018,Hull,Barnsley,1,1,D,M Jones
27/02/2018,Reading,Sheffield United,1,3,A,A Davies
25/02/2018,Cardiff,Bristol City,1,0,H,P Tierney
24/02/2018,Birmingham,Barnsley,0,2,A,J Simpson
24/02/2018,Burton,Millwall,0,1,A,R Jones
24/02/2018,Fulham,Wolves,2,0,H,P Bankes
24/02/2018,Leeds,Brentford,1,0,H,O Langford
24/02/2018,Norwich,Bolton,0,0,D,K Stroud
24/02/2018,Preston,Ipswich,0,1,A,S Duncan
24/02/2018,QPR,Nott'm Forest,2,5,A,D Bond
24/02/2018,Reading,Derby,3,3,D,T Harrington
24/02/2018,Sheffield Weds,Aston Villa,2,4,A,N Swarbrick
24/02/2018,Sunderland,Middlesbrough,3,3,D,T Robinson
23/02/2018,Hull,Sheffield United,1,0,H,S Hooper
21/02/2018,Bristol City,Fulham,1,1,D,J Simpson
21/02/2018,Derby,Leeds,2,2,D,K Stroud
21/02/2018,Ipswich,Cardiff,0,1,A,A Davies
21/02/2018,Wolves,Norwich,2,2,D,J Linington
20/02/2018,Aston Villa,Preston,1,1,D,D England
20/02/2018,Barnsley,Burton,1,2,A,T Robinson
20/02/2018,Bolton,Sunderland,1,0,H,D Coote
20/02/2018,Brentford,Birmingham,5,0,H,G Eltringham
20/02/2018,Middlesbrough,Hull,3,1,H,A Madley
20/02/2018,Millwall,Sheffield Weds,2,1,H,P Bankes
20/02/2018,Nott'm Forest,Reading,1,1,D,S Martin
20/02/2018,Sheffield United,QPR,2,1,H,O Langford
18/02/2018,Leeds,Bristol City,2,2,D,S Hooper
18/02/2018,Norwich,Ipswich,1,1,D,D Coote
17/02/2018,Birmingham,Millwall,0,1,A,D England
17/02/2018,Burton,Nott'm Forest,0,0,D,A Davies
17/02/2018,Cardiff,Middlesbrough,1,0,H,D Bond
17/02/2018,Fulham,Aston Villa,2,0,H,T Harrington
17/02/2018,Preston,Wolves,1,1,D,R Jones
17/02/2018,QPR,Bolton,2,0,H,S Duncan
17/02/2018,Sunderland,Brentford,0,2,A,J Brooks
13/02/2018,Cardiff,Bolton,2,0,H,T Robinson
13/02/2018,Sheffield Weds,Derby,2,0,H,D Coote
11/02/2018,Aston Villa,Birmingham,2,0,H,P Bankes
10/02/2018,Barnsley,Sheffield Weds,1,1,D,L Probert
10/02/2018,Bolton,Fulham,1,1,D,R Jones
10/02/2018,Brentford,Preston,1,1,D,S Hooper
10/02/2018,Bristol City,Sunderland,3,3,D,J Linington
10/02/2018,Derby,Norwich,1,1,D,J Simpson
10/02/2018,Ipswich,Burton,0,0,D,D Webb
10/02/2018,Middlesbrough,Reading,2,1,H,D Coote
10/02/2018,Nott'm Forest,Hull,0,2,A,O Langford
10/02/2018,Sheffield United,Leeds,2,1,H,A Madley
10/02/2018,Wolves,QPR,2,1,H,G Eltringham
9/02/2018,Millwall,Cardiff,1,1,D,K Stroud
3/02/2018,Aston Villa,Burton,3,2,H,D Coote
3/02/2018,Derby,Brentford,3,0,H,P Bankes
